station_id;year;month;interchange
108;2021;12;2602518
116;2021;12;3208110
213;2021;12;1663430
107;2021;12;3025134
1012;2021;12;1970466
1031;2021;12;5889964.924
201;2021;12;1639235.64
613;2021;12;4900865.579
120;2021;12;2487110
724;2021;12;1101512
906;2021;12;3173005
505;2021;12;3873004
503;2021;12;1300025
111;2021;12;2683984
726;2021;12;3955489
119;2021;12;3431672
1037;2021;12;1169932
520;2021;12;1976773
1005;2021;12;3095803
811;2021;12;1703579
719;2021;12;1920602
1003;2021;12;6705275.648
112;2021;12;5506228.311
206;2021;12;2155840
1024;2021;12;4900344.404
209;2021;12;5890415.498
907;2021;12;837760
218;2021;12;2460795
207;2021;12;917971
1014;2021;12;0
805;2021;12;1221639
1001;2021;12;0
1034;2021;12;2803723
214;2022;1;12434701.09
1032;2022;1;6604623.356
610;2022;1;6054344.576
615;2022;1;3253813.345
501;2022;1;9629023.5
620;2022;1;4214469
619;2022;1;4966450
509;2022;1;2402466.002
117;2022;1;3691806
813;2022;1;2849205
203;2022;1;2323482.498
216;2022;1;2249916.525
608;2022;1;1626938
718;2022;1;2550729
515;2022;1;4655021
108;2022;1;2892370
116;2022;1;3290921
213;2022;1;1493792
107;2022;1;2757668
1012;2022;1;1927610
1031;2022;1;5911303.359
201;2022;1;1805872.86
613;2022;1;4668089.012
120;2022;1;2468713
724;2022;1;696551
906;2022;1;2610943
505;2022;1;3793680
503;2022;1;1312585
111;2022;1;2995211
726;2022;1;3925938
119;2022;1;3328930
1037;2022;1;943721
520;2022;1;1900030
1005;2022;1;2934171
811;2022;1;1446708
719;2022;1;1971151
1003;2022;1;6531441.232
112;2022;1;5502442.147
206;2022;1;2290677
1024;2022;1;4997315.086
209;2022;1;6113913.355
907;2022;1;820852
218;2022;1;2483642
207;2022;1;975566
1014;2022;1;0
805;2022;1;1204930
1001;2022;1;0
1034;2022;1;2782740
214;2022;2;7490028.641
1032;2022;2;4691114.61
610;2022;2;4692643.052
615;2022;2;2636475.549
501;2022;2;6607425
620;2022;2;2885744
619;2022;2;3357041
509;2022;2;1797779.82
117;2022;2;2964691
813;2022;2;2410317
203;2022;2;1754920.979
216;2022;2;2189968.122
608;2022;2;1169144
718;2022;2;1804371
515;2022;2;3160517
108;2022;2;2200307
116;2022;2;2686735
213;2022;2;1086964
107;2022;2;2044601
1012;2022;2;1308959
1031;2022;2;4045551.979
201;2022;2;1328925.36
613;2022;2;3552024.874
120;2022;2;1766497
724;2022;2;526203
906;2022;2;1987677
505;2022;2;2908927
503;2022;2;969434
111;2022;2;2201703
726;2022;2;3069222
119;2022;2;2431467
1037;2022;2;685829
520;2022;2;1195666
1005;2022;2;1371962
811;2022;2;1091181
719;2022;2;1393540
1003;2022;2;4642193.175
112;2022;2;4880580.074
206;2022;2;1757802
1024;2022;2;3467849.475
209;2022;2;5073847.061
907;2022;2;545488
218;2022;2;1773543
207;2022;2;786373
1014;2022;2;0
805;2022;2;874531
1001;2022;2;0
1034;2022;2;1935291
214;2022;3;12663320.64
1032;2022;3;6707681.456
610;2022;3;6363347.937
615;2022;3;3404614.656
501;2022;3;10331929.5
620;2022;3;4390410
619;2022;3;5298537
509;2022;3;2646874.392
117;2022;3;3848433
813;2022;3;3416107
203;2022;3;2348750.681
216;2022;3;2456429.272
608;2022;3;1967554
718;2022;3;2708515
515;2022;3;4978892
108;2022;3;2738875
116;2022;3;3507433
213;2022;3;1586020
107;2022;3;3129267
1012;2022;3;2065631
1031;2022;3;6204254.667
201;2022;3;1772818.56
613;2022;3;5191787.144
120;2022;3;2618901
724;2022;3;837017
906;2022;3;3216619
505;2022;3;4033390
503;2022;3;1303370
111;2022;3;2898712
726;2022;3;4154554
119;2022;3;3716777
1037;2022;3;1184173
520;2022;3;1999838
1005;2022;3;3210438
811;2022;3;1722748
719;2022;3;1986890
1003;2022;3;7075436.424
112;2022;3;6126070.25
206;2022;3;2280850
1024;2022;3;5260553.235
209;2022;3;6380989.055
907;2022;3;845337
218;2022;3;2558411
207;2022;3;918313
1014;2022;3;0
805;2022;3;1223910
1001;2022;3;0
1034;2022;3;2967746
214;2022;4;9216750.065
1032;2022;4;5490149.261
610;2022;4;4158411.913
615;2022;4;3469718.04
501;2022;4;8062198.5
620;2022;4;3517575
619;2022;4;4362593
509;2022;4;1934206.322
117;2022;4;2579624
813;2022;4;2506536
203;2022;4;1624079.486
216;2022;4;1470677.951
608;2022;4;2061917
718;2022;4;2060424
515;2022;4;3686316
108;2022;4;1831342
116;2022;4;2489938
213;2022;4;1344019
107;2022;4;2405713
1012;2022;4;1347350
1031;2022;4;4723443.267
201;2022;4;1112482.68
613;2022;4;4843623.756
120;2022;4;2025784
724;2022;4;1685120
906;2022;4;1662291
505;2022;4;2731183
503;2022;4;1285103
111;2022;4;1888806
726;2022;4;2984452
119;2022;4;2692208
1037;2022;4;1055411
520;2022;4;1356656
1005;2022;4;1907102
811;2022;4;1335849
719;2022;4;1859841
1003;2022;4;4825100.999
112;2022;4;4463980.383
206;2022;4;1538262
1024;2022;4;4591866.781
209;2022;4;4556961.771
907;2022;4;1055812
218;2022;4;1865505
207;2022;4;871074
1014;2022;4;0
805;2022;4;807446
1001;2022;4;0
1034;2022;4;2710400
214;2022;5;8966791.663
1032;2022;5;5524149.987
610;2022;5;4096442.286
615;2022;5;3322278.024
501;2022;5;8053749
620;2022;5;3461738
619;2022;5;4320800
509;2022;5;1883870.221
117;2022;5;2532474
813;2022;5;2448026
203;2022;5;1604736.641
216;2022;5;1399307.241
608;2022;5;2043403
718;2022;5;2049101
515;2022;5;3632213
108;2022;5;1751780
116;2022;5;2401904
213;2022;5;1309251
107;2022;5;2363096
1012;2022;5;1329570
1031;2022;5;4666567.675
201;2022;5;1083165.3
613;2022;5;4681820.816
120;2022;5;1972646
724;2022;5;1595037
906;2022;5;1648506
505;2022;5;2659039
503;2022;5;1255619
111;2022;5;1822161
726;2022;5;2898546
119;2022;5;2641023
1037;2022;5;1052204
520;2022;5;1351796
1005;2022;5;1860010
811;2022;5;1272577
719;2022;5;1829991
1003;2022;5;4616044.153
112;2022;5;4238656.411
206;2022;5;1518321
1024;2022;5;4600451.028
209;2022;5;4465675.539
907;2022;5;1050871
218;2022;5;1830747
207;2022;5;819012
1014;2022;5;0
805;2022;5;795100
1001;2022;5;0
1034;2022;5;2719610
214;2022;6;8848067.684
1032;2022;6;5454300.67
610;2022;6;3995899.729
615;2022;6;3305031.557
501;2022;6;7751878.5
620;2022;6;3399576
619;2022;6;4246868
509;2022;6;1836045.493
117;2022;6;2545941
813;2022;6;2417313
203;2022;6;1582390.028
216;2022;6;1395672.459
608;2022;6;1993452
718;2022;6;2045137
515;2022;6;3561275
108;2022;6;1719577
116;2022;6;2392501
213;2022;6;1284424
107;2022;6;2326493
1012;2022;6;1309715
1031;2022;6;4544950.466
201;2022;6;1075969.62
613;2022;6;4560106.456
120;2022;6;1920881
724;2022;6;1625876
906;2022;6;1612617
505;2022;6;2607148
503;2022;6;1237501
111;2022;6;1804454
726;2022;6;2870333
119;2022;6;2624082
1037;2022;6;1048009
520;2022;6;1320662
1005;2022;6;1843235
811;2022;6;1221402
719;2022;6;1813693
1003;2022;6;4555227.053
112;2022;6;4235997.384
206;2022;6;1521922
1024;2022;6;4555104.456
209;2022;6;4520577.87
907;2022;6;1069365
218;2022;6;1803321
207;2022;6;933647
1014;2022;6;0
805;2022;6;770011
1001;2022;6;0
1034;2022;6;2621075
