asset_id;hour_from;hour_to;station_id
01MXDBCP007;6:00;22:00;109
01MXDBCP008;6:00;22:00;109
01MXDBCP009;6:00;22:00;109
01MXDBCP010;6:00;22:00;109
01MXDBCP011;6:00;22:00;109
01MXDBCP012;6:00;22:00;109
01MXDBCP013;6:00;22:00;109
01MXDBCP014;6:00;22:00;109
01MXDBCP015;6:00;22:00;109
01MXDBCP016;6:00;22:00;109
01MXDBCP017;6:00;22:00;109
01MXDBCP018;6:00;22:00;109
01MXDBCP019;6:00;22:00;109
01MXDBCP020;6:00;22:00;109
01MXDBCP021;6:00;22:00;109
01MXDBCP022;6:00;22:00;109
01MXDBCP023;6:00;22:00;109
01MXDBCP024;6:00;22:00;109
01MXDCCP001;6:00;22:00;109
01MXDCCP002;6:00;22:00;109
01MXDCCP003;6:00;22:00;109
01MXDCCP004;6:00;22:00;109
01NLSLPWASTI001;6:00;22:00;110
01NLSLPPL001;6:00;22:00;110
01NLSLPPL002;6:00;22:00;110
01NLSLPPL003;6:00;22:00;110
01NLSLPPL004;6:00;22:00;110
01NLSLPPL005;6:00;22:00;110
01NLSLPPL006;6:00;22:00;110
01NLSLPPL007;6:00;22:00;110
01NLSLPPL008;6:00;22:00;110
01NLSLPPL009;6:00;22:00;110
01NLSLPPL010;6:00;22:00;110
01NLSLPPL011;6:00;22:00;110
01NLSLPPL012;6:00;22:00;110
01NLSLPPL013;6:00;22:00;110
01NLSLPPL014;6:00;22:00;110
01NLSLPPL015;6:00;22:00;110
01NLSLPPL016;6:00;22:00;110
01NLSLPPL017;6:00;22:00;110
01NLSLPPL018;6:00;22:00;110
01NLSLPPL019;6:00;22:00;110
01NLSLPPL020;6:00;22:00;110
01NLSLPPL021;6:00;22:00;110
01NLSLPPL022;6:00;22:00;110
01NLSLPPL023;6:00;22:00;110
01NLSLPPL024;6:00;22:00;110
01NLSLPPL025;6:00;22:00;110
01NLSLPPL026;6:00;22:00;110
01NLSLPPL027;6:00;22:00;110
01NLSLPPL028;6:00;22:00;110
01NLSLPPL029;6:00;22:00;110
01NLSLPPL030;6:00;22:00;110
01NLSLPPL031;6:00;22:00;110
01NLSLPPL032;6:00;22:00;110
01NLSLACP001;6:00;22:00;110
01NLSLACP002;6:00;22:00;110
01NLSLACP003;6:00;22:00;110
01NLSLACP004;6:00;22:00;110
01NLSLACP005;6:00;22:00;110
01NLSLACP006;6:00;22:00;110
01NLSLACP007;6:00;22:00;110
01NLSLACP008;6:00;22:00;110
01NLSLDCP001;6:00;22:00;110
01NLSLDCP002;6:00;22:00;110
01NLSLBCP001;6:00;22:00;110
01NLSLBCP002;6:00;22:00;110
01NLSLBCP003;6:00;22:00;110
01NLSLBCP004;6:00;22:00;110
01NLSLBCP005;6:00;22:00;110
01NLSLBCP006;6:00;22:00;110
01NLSLBCP007;6:00;22:00;110
01NLSLBCP008;6:00;22:00;110
01NLSLBCP009;6:00;22:00;110
01NLSLBCP010;6:00;22:00;110
01NLSLBCP011;6:00;22:00;110
01NLSLBCP012;6:00;22:00;110
01NLSLCCP001;6:00;22:00;110
01NLSLCCP002;6:00;22:00;110
01NLSLCCP003;6:00;22:00;110
01NLSLCFL001;6:00;22:00;110
01NLSLCEC001;6:00;22:00;110
01NLSLCEC002;6:00;22:00;110
01NLSLCEC003;6:00;22:00;110
01NLSLCEC004;6:00;22:00;110
01NLSLCEC005;6:00;22:00;110
01NLSLCEC006;6:00;22:00;110
01NLSLCEC007;6:00;22:00;110
01NLSLCEC008;6:00;22:00;110
01NLSLCEC009;6:00;22:00;110
01NLSLCEC010;6:00;22:00;110
01NLSLCEC011;6:00;22:00;110
01NLSLWSHWASTI001;6:00;22:00;110
01FXMPSLSTI001;6:00;22:00;111
01FXMPPL001;6:00;22:00;111
01FXMPPL002;6:00;22:00;111
01FXMPPL003;6:00;22:00;111
01FXMPPL004;6:00;22:00;111
01FXMPPL005;6:00;22:00;111
01FXMPPL006;6:00;22:00;111
01FXMPPL007;6:00;22:00;111
01FXMPPL008;6:00;22:00;111
01FXMPPL009;6:00;22:00;111
01FXMPPL010;6:00;22:00;111
01FXMPPL011;6:00;22:00;111
01FXMPPL012;6:00;22:00;111
01FXMPPL013;6:00;22:00;111
01FXMPPL014;6:00;22:00;111
01FXMPPL015;6:00;22:00;111
01FXMPPL016;6:00;22:00;111
01FXMPPL017;6:00;22:00;111
01FXMPPL018;6:00;22:00;111
01FXMPPL019;6:00;22:00;111
01FXMPPL020;6:00;22:00;111
01FXMPPL021;6:00;22:00;111
01FXMPPL022;6:00;22:00;111
01FXMPPL023;6:00;22:00;111
01FXMPPL024;6:00;22:00;111
01FXMPPL025;6:00;22:00;111
01FXMPPL026;6:00;22:00;111
01FXMPPL027;6:00;22:00;111
01FXMPPL028;6:00;22:00;111
01FXMPPL029;6:00;22:00;111
01FXMPPL030;6:00;22:00;111
01FXMPPL031;6:00;22:00;111
01FXMPPL032;6:00;22:00;111
01FXMPPL033;6:00;22:00;111
01FXMPPL034;6:00;22:00;111
01FXMPPL035;6:00;22:00;111
01FXMPPL036;6:00;22:00;111
01FXMPPL037;6:00;22:00;111
01FXMPPL038;6:00;22:00;111
01FXMPPL039;6:00;22:00;111
01FXMPPL040;6:00;22:00;111
01FXMBCP001;6:00;22:00;111
01FXMBCP002;6:00;22:00;111
01FXMBCP003;6:00;22:00;111
01FXMBCP004;6:00;22:00;111
01FXMBCP017;6:00;22:00;111
01FXMBCP018;6:00;22:00;111
01FXMBCP019;6:00;22:00;111
01FXMBCP020;6:00;22:00;111
01FXMCCP001;6:00;22:00;111
01FXMCCP003;6:00;22:00;111
01FXMCCP004;6:00;22:00;111
01FXMCCP005;6:00;22:00;111
01FXMCCP016;6:00;22:00;111
01FXMCCP017;6:00;22:00;111
01FXMCCP018;6:00;22:00;111
01FXMCCP019;6:00;22:00;111
01FXMCCP020;6:00;22:00;111
01FXMBEC001;6:00;22:00;111
01FXMBEC002;6:00;22:00;111
01FXMBEC003;6:00;22:00;111
01FXMBEC004;6:00;22:00;111
01FXMBEC005;6:00;22:00;111
01FXMBEC006;6:00;22:00;111
01FXMBEC007;6:00;22:00;111
01FXMBEC008;6:00;22:00;111
01FXMBEC009;6:00;22:00;111
01FXMBEC010;6:00;22:00;111
01FXMBEC011;6:00;22:00;111
01FXMBEC012;6:00;22:00;111
01FXMBEC013;6:00;22:00;111
01FXMBEC014;6:00;22:00;111
01FXMBEC015;6:00;22:00;111
01FXMBEC016;6:00;22:00;111
01FXMBEC017;6:00;22:00;111
01FXMBEC018;6:00;22:00;111
01FXMBEC019;6:00;22:00;111
01FXMBEC020;6:00;22:00;111
01FXMCEC001;6:00;22:00;111
01FXMCEC002;6:00;22:00;111
01FXMCEC003;6:00;22:00;111
01FXMCEC004;6:00;22:00;111
01FXMCEC005;6:00;22:00;111
01FXMCEC006;6:00;22:00;111
01FXMCEC007;6:00;22:00;111
01FXMCEC008;6:00;22:00;111
01FXMCEC009;6:00;22:00;111
01FXMCEC010;6:00;22:00;111
01FXMCEC011;6:00;22:00;111
01FXMCEC012;6:00;22:00;111
01FXMCEC013;6:00;22:00;111
01FXMCEC014;6:00;22:00;111
01FXMCEC015;6:00;22:00;111
01FXMCEC016;6:00;22:00;111
01FXMCEC017;6:00;22:00;111
01FXMCEC018;6:00;22:00;111
01FXMCEC019;6:00;22:00;111
01FXMCEC020;6:00;22:00;111
01FXMBFL001;6:00;22:00;111
01FXMBFL002;6:00;22:00;111
01FXMBFL003;6:00;22:00;111
01FXMBFL004;6:00;22:00;111
01FXMCFL001;6:00;22:00;111
01FXMCFL002;6:00;22:00;111
01FXMCFL003;6:00;22:00;111
01FXMCFL004;6:00;22:00;111
01FXMEPWASTI001;6:00;22:00;111
01FXMPPILLA006;6:00;22:00;111
01FXMPPILLA012;6:00;22:00;111
01FXMPPILLA014;6:00;22:00;111
01FXMPPILLA015;6:00;22:00;111
01FXMPPILLA019;6:00;22:00;111
01FXMPPILLA020;6:00;22:00;111
01FXMPPILLA021;6:00;22:00;111
01FXMPPILLA022;6:00;22:00;111
01FXMPPILLA023;6:00;22:00;111
01FXMPPILLA024;6:00;22:00;111
01FXMPPILLA028;6:00;22:00;111
01FXMPPILLA029;6:00;22:00;111
01FXMPPILLA031;6:00;22:00;111
01FXMPPILLA037;6:00;22:00;111
01XDCSLSTI001;6:00;22:00;112
01XDPPL001;6:00;22:00;112
01XDPPL002;6:00;22:00;112
01XDPPL003;6:00;22:00;112
01XDPPL004;6:00;22:00;112
01XDPPL005;6:00;22:00;112
01XDPPL006;6:00;22:00;112
01XDPPL007;6:00;22:00;112
01XDPPL008;6:00;22:00;112
01XDPPL009;6:00;22:00;112
01XDPPL010;6:00;22:00;112
01XDPPL011;6:00;22:00;112
01XDPPL012;6:00;22:00;112
01XDPPL013;6:00;22:00;112
01XDPPL014;6:00;22:00;112
01XDPPL015;6:00;22:00;112
01XDPPL016;6:00;22:00;112
01XDPPL017;6:00;22:00;112
01XDPPL018;6:00;22:00;112
01XDPPL019;6:00;22:00;112
01XDPPL020;6:00;22:00;112
01XDPPL021;6:00;22:00;112
01XDPPL022;6:00;22:00;112
01XDPPL024;6:00;22:00;112
01XDPPL025;6:00;22:00;112
01XDPPL026;6:00;22:00;112
01XDPPL027;6:00;22:00;112
01XDPPL028;6:00;22:00;112
01XDPPL029;6:00;22:00;112
01XDPPL030;6:00;22:00;112
01XDPPL031;6:00;22:00;112
01XDPPL032;6:00;22:00;112
01XDPPL033;6:00;22:00;112
01XDPPL034;6:00;22:00;112
01XDPPL035;6:00;22:00;112
01XDPPL036;6:00;22:00;112
01XDPPL037;6:00;22:00;112
01XDPPL038;6:00;22:00;112
01XDPPL039;6:00;22:00;112
01XDPPL040;6:00;22:00;112
