asset_id;hour_from;hour_to;station_id
88SQNGLASS002;6:00;22:00;125
88SQNGLASS003;6:00;22:00;125
88SQSGLASS001;6:00;22:00;125
88SQSGLASS002;6:00;22:00;125
88SQSGLASS003;6:00;22:00;125
88GZPPL001;6:00;22:00;126
88GZPPL002;6:00;22:00;126
88GZPPL003;6:00;22:00;126
88GZPPL004;6:00;22:00;126
88GZPPL005;6:00;22:00;126
88GZPPL006;6:00;22:00;126
88GZPPL007;6:00;22:00;126
88GZPPL008;6:00;22:00;126
88GZPPL009;6:00;22:00;126
88GZPPL010;6:00;22:00;126
88GZPPL011;6:00;22:00;126
88GZPPL012;6:00;22:00;126
88GZPPL013;6:00;22:00;126
88GZPPL014;6:00;22:00;126
88GZPPL015;6:00;22:00;126
88GZPPL016;6:00;22:00;126
88GZPPL017;6:00;22:00;126
88GZPPL018;6:00;22:00;126
88GZPPL019;6:00;22:00;126
88GZPPL020;6:00;22:00;126
88GZPPL021;6:00;22:00;126
88GZPPL022;6:00;22:00;126
88GZPPL023;6:00;22:00;126
88GZPPL024;6:00;22:00;126
88GZPPL025;6:00;22:00;126
88GZPPL026;6:00;22:00;126
88GZPPL027;6:00;22:00;126
88GZPPL028;6:00;22:00;126
88GZPPL029;6:00;22:00;126
88GZPPL030;6:00;22:00;126
88GZPPL031;6:00;22:00;126
88GZPPL032;6:00;22:00;126
88GZNGLASS001;6:00;22:00;126
88GZNGLASS002;6:00;22:00;126
88GZNGLASS003;6:00;22:00;126
88GZSGLASS001;6:00;22:00;126
88GZSGLASS002;6:00;22:00;126
88GZSGLASS003;6:00;22:00;126
88BLQPPL001;6:00;22:00;127
88BLQPPL002;6:00;22:00;127
88BLQPPL003;6:00;22:00;127
88BLQPPL004;6:00;22:00;127
88BLQPPL005;6:00;22:00;127
88BLQPPL006;6:00;22:00;127
88BLQPPL007;6:00;22:00;127
88BLQPPL008;6:00;22:00;127
88BLQPPL009;6:00;22:00;127
88BLQPPL010;6:00;22:00;127
88BLQPPL011;6:00;22:00;127
88BLQPPL012;6:00;22:00;127
88BLQPPL013;6:00;22:00;127
88BLQPPL014;6:00;22:00;127
88BLQPPL015;6:00;22:00;127
88BLQPPL016;6:00;22:00;127
88BLQPPL017;6:00;22:00;127
88BLQPPL018;6:00;22:00;127
88BLQPPL019;6:00;22:00;127
88BLQPPL020;6:00;22:00;127
88BLQPPL021;6:00;22:00;127
88BLQPPL022;6:00;22:00;127
88BLQPPL023;6:00;22:00;127
88BLQPPL024;6:00;22:00;127
88BLQPPL025;6:00;22:00;127
88BLQPPL026;6:00;22:00;127
88BLQPPL027;6:00;22:00;127
88BLQPPL028;6:00;22:00;127
88BLQPPL029;6:00;22:00;127
88BLQPPL030;6:00;22:00;127
88BLQPPL031;6:00;22:00;127
88BLQPPL032;6:00;22:00;127
88BLQNGLASS001;6:00;22:00;127
88BLQNGLASS002;6:00;22:00;127
88BLQNGLASS003;6:00;22:00;127
88BLQSGLASS001;6:00;22:00;127
88BLQSGLASS002;6:00;22:00;127
88BLQSGLASS003;6:00;22:00;127
88TZBYPPL001;6:00;22:00;128
88TZBYPPL002;6:00;22:00;128
88TZBYPPL003;6:00;22:00;128
88TZBYPPL004;6:00;22:00;128
88TZBYPPL005;6:00;22:00;128
88TZBYPPL006;6:00;22:00;128
88TZBYPPL007;6:00;22:00;128
88TZBYPPL008;6:00;22:00;128
88TZBYPPL009;6:00;22:00;128
88TZBYPPL010;6:00;22:00;128
88TZBYPPL011;6:00;22:00;128
88TZBYPPL012;6:00;22:00;128
88TZBYPPL013;6:00;22:00;128
88TZBYPPL014;6:00;22:00;128
88TZBYPPL015;6:00;22:00;128
88TZBYPPL016;6:00;22:00;128
88TZBYPPL017;6:00;22:00;128
88TZBYPPL018;6:00;22:00;128
88TZBYPPL019;6:00;22:00;128
88TZBYPPL020;6:00;22:00;128
88TZBYPPL021;6:00;22:00;128
88TZBYPPL022;6:00;22:00;128
88TZBYPPL023;6:00;22:00;128
88TZBYPPL024;6:00;22:00;128
88TZBYPPL025;6:00;22:00;128
88TZBYPPL026;6:00;22:00;128
88TZBYPPL027;6:00;22:00;128
88TZBYPPL028;6:00;22:00;128
88TZBYPPL029;6:00;22:00;128
88TZBYPPL030;6:00;22:00;128
88TZBYPPL031;6:00;22:00;128
88TZBYPPL032;6:00;22:00;128
88TZBYEGLASS001;6:00;22:00;128
88TZBYEGLASS002;6:00;22:00;128
88TZBYEGLASS003;6:00;22:00;128
88TZBYWGLASS001;6:00;22:00;128
88TZBYWGLASS002;6:00;22:00;128
88TZBYWGLASS003;6:00;22:00;128
88GYPPL001;6:00;22:00;129
88GYPPL002;6:00;22:00;129
88GYPPL003;6:00;22:00;129
88GYPPL004;6:00;22:00;129
88GYPPL005;6:00;22:00;129
88GYPPL006;6:00;22:00;129
88GYPPL007;6:00;22:00;129
88GYPPL008;6:00;22:00;129
88GYPPL009;6:00;22:00;129
88GYPPL010;6:00;22:00;129
88GYPPL011;6:00;22:00;129
88GYPPL012;6:00;22:00;129
88GYPPL013;6:00;22:00;129
88GYPPL014;6:00;22:00;129
88GYPPL015;6:00;22:00;129
88GYPPL016;6:00;22:00;129
88GYPPL017;6:00;22:00;129
88GYPPL018;6:00;22:00;129
88GYPPL019;6:00;22:00;129
88GYPPL020;6:00;22:00;129
88GYPPL021;6:00;22:00;129
88GYPPL022;6:00;22:00;129
88GYPPL023;6:00;22:00;129
88GYPPL024;6:00;22:00;129
88GYPPL025;6:00;22:00;129
88GYPPL026;6:00;22:00;129
88GYPPL027;6:00;22:00;129
88GYPPL028;6:00;22:00;129
88GYNGLASS001;6:00;22:00;129
88GYNGLASS002;6:00;22:00;129
88GYNGLASS003;6:00;22:00;129
88GYSGLASS001;6:00;22:00;129
88GYSGLASS002;6:00;22:00;129
88GYSGLASS003;6:00;22:00;129
88JKSPPL001;6:00;22:00;130
88JKSPPL002;6:00;22:00;130
88JKSPPL003;6:00;22:00;130
88JKSPPL004;6:00;22:00;130
88JKSPPL005;6:00;22:00;130
88JKSPPL006;6:00;22:00;130
88JKSPPL007;6:00;22:00;130
88JKSPPL008;6:00;22:00;130
88JKSPPL009;6:00;22:00;130
88JKSPPL010;6:00;22:00;130
88JKSPPL011;6:00;22:00;130
88JKSPPL012;6:00;22:00;130
88JKSPPL013;6:00;22:00;130
88JKSPPL014;6:00;22:00;130
88JKSPPL015;6:00;22:00;130
88JKSPPL016;6:00;22:00;130
88JKSPPL017;6:00;22:00;130
88JKSPPL018;6:00;22:00;130
88JKSPPL019;6:00;22:00;130
88JKSPPL020;6:00;22:00;130
88JKSPPL021;6:00;22:00;130
88JKSPPL022;6:00;22:00;130
88JKSPPL023;6:00;22:00;130
88JKSPPL024;6:00;22:00;130
88JKSPPL025;6:00;22:00;130
88JKSPPL026;6:00;22:00;130
88JKSPPL027;6:00;22:00;130
88JKSPPL028;6:00;22:00;130
88JKSPPL029;6:00;22:00;130
88JKSPPL030;6:00;22:00;130
88JKSPPL031;6:00;22:00;130
88JKSPPL032;6:00;22:00;130
88JKSNGLASS001;6:00;22:00;130
88JKSNGLASS002;6:00;22:00;130
88JKSNGLASS003;6:00;22:00;130
88JKSSGLASS001;6:00;22:00;130
88JKSSGLASS002;6:00;22:00;130
88JKSSGLASS003;6:00;22:00;130
88LYPPL001;6:00;22:00;131
88LYPPL002;6:00;22:00;131
88LYPPL003;6:00;22:00;131
88LYPPL004;6:00;22:00;131
88LYPPL005;6:00;22:00;131
88LYPPL006;6:00;22:00;131
88LYPPL007;6:00;22:00;131
88LYPPL008;6:00;22:00;131
88LYPPL009;6:00;22:00;131
88LYPPL010;6:00;22:00;131
88LYPPL011;6:00;22:00;131
88LYPPL012;6:00;22:00;131
88LYPPL013;6:00;22:00;131
88LYPPL014;6:00;22:00;131
88LYPPL015;6:00;22:00;131
88LYPPL016;6:00;22:00;131
88LYPPL017;6:00;22:00;131
88LYPPL018;6:00;22:00;131
88LYPPL019;6:00;22:00;131
88LYPPL020;6:00;22:00;131
88LYPPL021;6:00;22:00;131
88LYPPL022;6:00;22:00;131
88LYPPL023;6:00;22:00;131
88LYPPL024;6:00;22:00;131
88LYNGLASS001;6:00;22:00;131
88LYNGLASS002;6:00;22:00;131
88LYNGLASS003;6:00;22:00;131
88LYSGLASS001;6:00;22:00;131
88LYSGLASS002;6:00;22:00;131
88LYSGLASS003;6:00;22:00;131
88LHLPPL001;6:00;22:00;132
88LHLPPL002;6:00;22:00;132
88LHLPPL003;6:00;22:00;132
88LHLPPL004;6:00;22:00;132
88LHLPPL005;6:00;22:00;132
88LHLPPL006;6:00;22:00;132
88LHLPPL007;6:00;22:00;132
88LHLPPL008;6:00;22:00;132
88LHLPPL009;6:00;22:00;132
88LHLPPL010;6:00;22:00;132
88LHLPPL011;6:00;22:00;132
88LHLPPL012;6:00;22:00;132
88LHLPPL013;6:00;22:00;132
88LHLPPL014;6:00;22:00;132
88LHLPPL015;6:00;22:00;132
88LHLPPL016;6:00;22:00;132
88LHLPPL017;6:00;22:00;132
88LHLPPL018;6:00;22:00;132
88LHLPPL019;6:00;22:00;132
88LHLPPL020;6:00;22:00;132
88LHLPPL021;6:00;22:00;132
88LHLPPL022;6:00;22:00;132
88LHLPPL023;6:00;22:00;132
88LHLPPL024;6:00;22:00;132
88LHLPPL025;6:00;22:00;132
88LHLPPL026;6:00;22:00;132
88LHLPPL027;6:00;22:00;132
88LHLPPL028;6:00;22:00;132
88LHLPPL029;6:00;22:00;132
88LHLPPL030;6:00;22:00;132
88LHLPPL031;6:00;22:00;132
88LHLPPL032;6:00;22:00;132
88LHLNGLASS001;6:00;22:00;132
88LHLNGLASS002;6:00;22:00;132
88LHLNGLASS003;6:00;22:00;132
88LHLSGLASS001;6:00;22:00;132
88LHLSGLASS002;6:00;22:00;132
88LHLSGLASS003;6:00;22:00;132
88TQPPL001;6:00;22:00;133
88TQPPL002;6:00;22:00;133
88TQPPL003;6:00;22:00;133
88TQPPL004;6:00;22:00;133
88TQPPL005;6:00;22:00;133
88TQPPL006;6:00;22:00;133
88TQPPL007;6:00;22:00;133
88TQPPL008;6:00;22:00;133
88TQPPL009;6:00;22:00;133
88TQPPL010;6:00;22:00;133
88TQPPL011;6:00;22:00;133
88TQPPL012;6:00;22:00;133
88TQPPL013;6:00;22:00;133
88TQPPL014;6:00;22:00;133
88TQPPL015;6:00;22:00;133
88TQPPL016;6:00;22:00;133
88TQPPL017;6:00;22:00;133
88TQPPL018;6:00;22:00;133
88TQPPL019;6:00;22:00;133
88TQPPL020;6:00;22:00;133
88TQPPL021;6:00;22:00;133
88TQPPL022;6:00;22:00;133
88TQPPL023;6:00;22:00;133
88TQPPL024;6:00;22:00;133
88TQPPL025;6:00;22:00;133
88TQPPL026;6:00;22:00;133
88TQPPL027;6:00;22:00;133
88TQPPL028;6:00;22:00;133
88TQPPL029;6:00;22:00;133
88TQPPL030;6:00;22:00;133
88TQPPL031;6:00;22:00;133
88TQPPL032;6:00;22:00;133
88TQPPL033;6:00;22:00;133
88TQPPL034;6:00;22:00;133
88TQPPL035;6:00;22:00;133
88TQPPL036;6:00;22:00;133
88TQNGLASS001;6:00;22:00;133
88TQNGLASS002;6:00;22:00;133
88TQNGLASS003;6:00;22:00;133
88TQSGLASS001;6:00;22:00;133
88TQSGLASS002;6:00;22:00;133
88TQSGLASS003;6:00;22:00;133
02DZMPPL001;6:00;22:00;201
02DZMPPL002;6:00;22:00;201
02DZMPPL003;6:00;22:00;201
02DZMPPL004;6:00;22:00;201
02DZMPPL005;6:00;22:00;201
02DZMPPL006;6:00;22:00;201
02DZMPPL007;6:00;22:00;201
02DZMPPL008;6:00;22:00;201
02DZMPPL009;6:00;22:00;201
02DZMPPL010;6:00;22:00;201
02DZMPPL011;6:00;22:00;201
02DZMPPL012;6:00;22:00;201
02DZMPPL013;6:00;22:00;201
02DZMPPL014;6:00;22:00;201
02DZMPPL015;6:00;22:00;201
02DZMPPL016;6:00;22:00;201
02DZMPPL017;6:00;22:00;201
02DZMPPL018;6:00;22:00;201
02DZMPPL019;6:00;22:00;201
02DZMPPL020;6:00;22:00;201
02DZMPPL021;6:00;22:00;201
02DZMPPL022;6:00;22:00;201
02DZMPPL023;6:00;22:00;201
02DZMPPL024;6:00;22:00;201
02DZMPPL025;6:00;22:00;201
02DZMPPL026;6:00;22:00;201
02DZMPPL027;6:00;22:00;201
02DZMPPL028;6:00;22:00;201
02DZMPPL029;6:00;22:00;201
02DZMPPL030;6:00;22:00;201
02DZMPPL031;6:00;22:00;201
02DZMPPL032;6:00;22:00;201
02DZMPPL033;6:00;22:00;201
02DZMPPL034;6:00;22:00;201
02DZMPPL035;6:00;22:00;201
02DZMPPL036;6:00;22:00;201
02DZMPPL037;6:00;22:00;201
02DZMPPL038;6:00;22:00;201
02DZMPPL039;6:00;22:00;201
02DZMACP001;6:00;22:00;201
02DZMACP002;6:00;22:00;201
02DZMACP003;6:00;22:00;201
02DZMACP004;6:00;22:00;201
02DZMACP005;6:00;22:00;201
02DZMACP006;6:00;22:00;201
02DZMACP007;6:00;22:00;201
02DZMACP008;6:00;22:00;201
02DZMACP009;6:00;22:00;201
02DZMACP010;6:00;22:00;201
02DZMACP011;6:00;22:00;201
02DZMACP012;6:00;22:00;201
02DZMACP013;6:00;22:00;201
02DZMACP014;6:00;22:00;201
02DZMACP015;6:00;22:00;201
02DZMACP016;6:00;22:00;201
02DZMACP017;6:00;22:00;201
02DZMACP018;6:00;22:00;201
02DZMACP019;6:00;22:00;201
02DZMACP020;6:00;22:00;201
02DZMDCP001;6:00;22:00;201
02DZMDCP002;6:00;22:00;201
02DZMDCP003;6:00;22:00;201
02DZMDCP004;6:00;22:00;201
02DZMDCP005;6:00;22:00;201
02DZMDCP006;6:00;22:00;201
02DZMDCP007;6:00;22:00;201
02DZMDCP008;6:00;22:00;201
02DZMDCP009;6:00;22:00;201
02DZMDCP010;6:00;22:00;201
02DZMDCP011;6:00;22:00;201
02DZMDCP012;6:00;22:00;201
02DZMDCP013;6:00;22:00;201
02DZMDCP014;6:00;22:00;201
02DZMDCP015;6:00;22:00;201
02DZMDCP016;6:00;22:00;201
02DZMDCP017;6:00;22:00;201
02DZMDCP018;6:00;22:00;201
02DZMDCP019;6:00;22:00;201
02DZMDCP020;6:00;22:00;201
02DZMBCP001;6:00;22:00;201
02DZMBCP002;6:00;22:00;201
02DZMBCP003;6:00;22:00;201
02DZMBCP004;6:00;22:00;201
02DZMBCP005;6:00;22:00;201
02DZMBCP006;6:00;22:00;201
02DZMBCP007;6:00;22:00;201
02DZMBCP008;6:00;22:00;201
02DZMBCP009;6:00;22:00;201
02DZMBCP010;6:00;22:00;201
02DZMBCP011;6:00;22:00;201
02DZMBCP012;6:00;22:00;201
02DZMBCP013;6:00;22:00;201
02DZMBCP014;6:00;22:00;201
02DZMBCP015;6:00;22:00;201
02DZMBCP016;6:00;22:00;201
02DZMBCP017;6:00;22:00;201
02DZMBCP018;6:00;22:00;201
02DZMBCP019;6:00;22:00;201
02DZMBCP020;6:00;22:00;201
02DZMBCP021;6:00;22:00;201
02DZMBCP022;6:00;22:00;201
02DZMBCP023;6:00;22:00;201
02DZMBCP024;6:00;22:00;201
02DZMBCP025;6:00;22:00;201
02DZMBCP026;6:00;22:00;201
02DZMBCP027;6:00;22:00;201
02DZMBCP028;6:00;22:00;201
02DZMCCP001;6:00;22:00;201
02DZMCCP002;6:00;22:00;201
02DZMCCP003;6:00;22:00;201
02DZMCCP004;6:00;22:00;201
02DZMCCP005;6:00;22:00;201
02DZMCCP006;6:00;22:00;201
02DZMCCP007;6:00;22:00;201
02DZMCCP008;6:00;22:00;201
02DZMCCP009;6:00;22:00;201
02DZMCCP010;6:00;22:00;201
02DZMCCP011;6:00;22:00;201
02DZMCCP012;6:00;22:00;201
02DZMCCP013;6:00;22:00;201
02DZMCCP014;6:00;22:00;201
02DZMCCP015;6:00;22:00;201
02DZMCCP016;6:00;22:00;201
02DZMCCP017;6:00;22:00;201
02DZMCCP018;6:00;22:00;201
02DZMCCP019;6:00;22:00;201
02DZMCCP020;6:00;22:00;201
02DZMCCP021;6:00;22:00;201
02DZMCCP022;6:00;22:00;201
02DZMCWASTI001;6:00;22:00;201
02DZMAEC001;6:00;22:00;201
02DZMAEC002;6:00;22:00;201
02DZMAEC003;6:00;22:00;201
02DZMAEC004;6:00;22:00;201
02DZMAEC005;6:00;22:00;201
02DZMAEC006;6:00;22:00;201
02DZMAEC007;6:00;22:00;201
02DZMAEC008;6:00;22:00;201
02DZMAEC009;6:00;22:00;201
02DZMAEC010;6:00;22:00;201
02DZMAEC011;6:00;22:00;201
02DZMAEC012;6:00;22:00;201
02DZMAEC013;6:00;22:00;201
02DZMAEC014;6:00;22:00;201
02DZMAEC015;6:00;22:00;201
02DZMAEC016;6:00;22:00;201
02DZMAEC017;6:00;22:00;201
02DZMAEC018;6:00;22:00;201
02DZMAEC019;6:00;22:00;201
02DZMAEC020;6:00;22:00;201
02DZMDEC001;6:00;22:00;201
02DZMDEC002;6:00;22:00;201
02DZMDEC003;6:00;22:00;201
02DZMDEC004;6:00;22:00;201
02DZMDEC005;6:00;22:00;201
02DZMDEC006;6:00;22:00;201
02DZMDEC007;6:00;22:00;201
02DZMDEC008;6:00;22:00;201
02DZMDEC009;6:00;22:00;201
02DZMDEC010;6:00;22:00;201
02DZMDEC011;6:00;22:00;201
02DZMDEC012;6:00;22:00;201
02DZMDEC013;6:00;22:00;201
02DZMDEC014;6:00;22:00;201
02DZMDEC015;6:00;22:00;201
02DZMDEC016;6:00;22:00;201
02DZMDEC017;6:00;22:00;201
02DZMDEC018;6:00;22:00;201
02DZMDEC019;6:00;22:00;201
02DZMDEC020;6:00;22:00;201
02DZMBEC001;6:00;22:00;201
02DZMBEC002;6:00;22:00;201
02DZMBEC003;6:00;22:00;201
02DZMBEC004;6:00;22:00;201
02DZMBEC005;6:00;22:00;201
02DZMBEC006;6:00;22:00;201
02DZMBEC007;6:00;22:00;201
02DZMBEC008;6:00;22:00;201
02DZMBEC009;6:00;22:00;201
02DZMBEC010;6:00;22:00;201
02DZMBEC011;6:00;22:00;201
02DZMBEC012;6:00;22:00;201
02DZMBEC013;6:00;22:00;201
02DZMBEC014;6:00;22:00;201
02DZMBEC015;6:00;22:00;201
02DZMBEC016;6:00;22:00;201
02DZMCEC001;6:00;22:00;201
02DZMCEC002;6:00;22:00;201
02DZMCEC003;6:00;22:00;201
02DZMCEC004;6:00;22:00;201
02DZMCEC005;6:00;22:00;201
02DZMCEC006;6:00;22:00;201
02DZMCEC007;6:00;22:00;201
02DZMCEC008;6:00;22:00;201
02DZMCEC009;6:00;22:00;201
02DZMCEC010;6:00;22:00;201
02DZMCEC011;6:00;22:00;201
02DZMCEC012;6:00;22:00;201
02DZMCEC013;6:00;22:00;201
02DZMCEC014;6:00;22:00;201
02DZMCEC015;6:00;22:00;201
02DZMCEC016;6:00;22:00;201
02DZMSHLCD001;6:00;21:00;201
02DZMSHLCD002;6:00;21:00;201
02DZMBLCD001;6:00;21:00;201
02DZMCLCD001;6:00;21:00;201
02DSSTPPL001;6:00;22:00;202
02DSSTPPL002;6:00;22:00;202
02DSSTPPL003;6:00;22:00;202
02DSSTPPL004;6:00;22:00;202
02DSSTPPL005;6:00;22:00;202
02DSSTPPL006;6:00;22:00;202
02DSSTPPL007;6:00;22:00;202
02DSSTPPL008;6:00;22:00;202
02DSSTPPL009;6:00;22:00;202
02DSSTPPL010;6:00;22:00;202
02DSSTPPL011;6:00;22:00;202
02DSSTPPL012;6:00;22:00;202
02DSSTACP001;6:00;22:00;202
02DSSTACP002;6:00;22:00;202
02DSSTACP003;6:00;22:00;202
02DSSTACP004;6:00;22:00;202
02DSSTACP005;6:00;22:00;202
02DSSTACP006;6:00;22:00;202
02DSSTACP007;6:00;22:00;202
02DSSTACP008;6:00;22:00;202
02DSSTACP009;6:00;22:00;202
02DSSTACP010;6:00;22:00;202
02DSSTACP011;6:00;22:00;202
02DSSTACP012;6:00;22:00;202
02DSSTACP013;6:00;22:00;202
02DSSTACP014;6:00;22:00;202
02DSSTACP015;6:00;22:00;202
02DSSTACP016;6:00;22:00;202
02DSSTACP017;6:00;22:00;202
02DSSTACP018;6:00;22:00;202
02DSSTACP019;6:00;22:00;202
02DSSTACP020;6:00;22:00;202
02DSSTACP021;6:00;22:00;202
02DSSTACP022;6:00;22:00;202
02DSSTACP023;6:00;22:00;202
02DSSTACP024;6:00;22:00;202
02DSSTACP025;6:00;22:00;202
02DSSTACP026;6:00;22:00;202
02DSSTACP027;6:00;22:00;202
02DSSTACP028;6:00;22:00;202
02DSSTDCP001;6:00;22:00;202
02DSSTDCP002;6:00;22:00;202
02DSSTDCP003;6:00;22:00;202
02DSSTDCP004;6:00;22:00;202
02DSSTDCP005;6:00;22:00;202
02DSSTDCP006;6:00;22:00;202
02DSSTDCP007;6:00;22:00;202
02DSSTDCP008;6:00;22:00;202
02DSSTDCP009;6:00;22:00;202
02DSSTDCP010;6:00;22:00;202
02DSSTDCP011;6:00;22:00;202
02DSSTDCP012;6:00;22:00;202
02DSSTDCP013;6:00;22:00;202
02DSSTDCP014;6:00;22:00;202
02DSSTDCP015;6:00;22:00;202
02DSSTDCP016;6:00;22:00;202
02DSSTDCP017;6:00;22:00;202
02DSSTDCP018;6:00;22:00;202
02DSSTDCP019;6:00;22:00;202
02DSSTDCP020;6:00;22:00;202
02DSSTDCP021;6:00;22:00;202
02DSSTDCP022;6:00;22:00;202
02DSSTDCP023;6:00;22:00;202
02DSSTDCP024;6:00;22:00;202
02DSSTDCP025;6:00;22:00;202
02DSSTBCP001;6:00;22:00;202
02DSSTBCP002;6:00;22:00;202
02DSSTBCP003;6:00;22:00;202
02DSSTBCP004;6:00;22:00;202
02DSSTBCP005;6:00;22:00;202
02DSSTBCP006;6:00;22:00;202
02DSSTBCP007;6:00;22:00;202
02DSSTBCP008;6:00;22:00;202
02DSSTBCP009;6:00;22:00;202
02DSSTBCP010;6:00;22:00;202
02DSSTBCP011;6:00;22:00;202
02DSSTBCP012;6:00;22:00;202
02DSSTBCP013;6:00;22:00;202
02DSSTBCP014;6:00;22:00;202
02DSSTBCP015;6:00;22:00;202
02DSSTBCP016;6:00;22:00;202
02DSSTBCP017;6:00;22:00;202
02DSSTBCP018;6:00;22:00;202
02DSSTBCP019;6:00;22:00;202
02DSSTBCP020;6:00;22:00;202
02DSSTBCP021;6:00;22:00;202
02DSSTBCP022;6:00;22:00;202
02DSSTBCP023;6:00;22:00;202
02DSSTBCP024;6:00;22:00;202
02DSSTBCP025;6:00;22:00;202
02DSSTBCP026;6:00;22:00;202
02DSSTBCP027;6:00;22:00;202
02DSSTBCP028;6:00;22:00;202
02DSSTBCP029;6:00;22:00;202
02DSSTBCP030;6:00;22:00;202
02DSSTBCP031;6:00;22:00;202
02DSSTBCP032;6:00;22:00;202
02DSSTBCP033;6:00;22:00;202
02DSSTBCP034;6:00;22:00;202
02DSSTBCP035;6:00;22:00;202
02DSSTBCP036;6:00;22:00;202
02DSSTBCP037;6:00;22:00;202
02DSSTBCP038;6:00;22:00;202
02DSSTBCP039;6:00;22:00;202
02DSSTBCP040;6:00;22:00;202
02DSSTBCP041;6:00;22:00;202
02DSSTBCP042;6:00;22:00;202
02DSSTBCP043;6:00;22:00;202
02DSSTBCP044;6:00;22:00;202
02DSSTBCP045;6:00;22:00;202
02DSSTBCP046;6:00;22:00;202
02DSSTBCP047;6:00;22:00;202
02DSSTBCP048;6:00;22:00;202
02DSSTBCP049;6:00;22:00;202
02DSSTCCP001;6:00;22:00;202
02DSSTCCP002;6:00;22:00;202
02DSSTCCP003;6:00;22:00;202
02DSSTCCP004;6:00;22:00;202
02DSSTCCP005;6:00;22:00;202
02DSSTCCP006;6:00;22:00;202
02DSSTCCP007;6:00;22:00;202
02DSSTCCP008;6:00;22:00;202
02DSSTCCP009;6:00;22:00;202
02DSSTCCP010;6:00;22:00;202
02DSSTCCP011;6:00;22:00;202
02DSSTCCP012;6:00;22:00;202
02DSSTCCP013;6:00;22:00;202
02DSSTCCP014;6:00;22:00;202
02DSSTCCP015;6:00;22:00;202
02DSSTCCP016;6:00;22:00;202
02DSSTCCP017;6:00;22:00;202
02DSSTCCP018;6:00;22:00;202
02DSSTCCP019;6:00;22:00;202
02DSSTCCP020;6:00;22:00;202
02DSSTCCP021;6:00;22:00;202
02DSSTCCP022;6:00;22:00;202
02DSSTCCP023;6:00;22:00;202
02DSSTCCP024;6:00;22:00;202
02DSSTCCP025;6:00;22:00;202
02DSSTCCP026;6:00;22:00;202
02DSSTCCP027;6:00;22:00;202
02DSSTCCP028;6:00;22:00;202
02DSSTCCP029;6:00;22:00;202
02DSSTCCP030;6:00;22:00;202
02DSSTCCP031;6:00;22:00;202
02DSSTCCP032;6:00;22:00;202
02DSSTCCP033;6:00;22:00;202
02DSSTCCP034;6:00;22:00;202
02DSSTCCP035;6:00;22:00;202
02DSSTCCP036;6:00;22:00;202
02DSSTCCP037;6:00;22:00;202
02DSSTCCP038;6:00;22:00;202
02DSSTCCP039;6:00;22:00;202
02DSSTCCP040;6:00;22:00;202
02DSSTCCP041;6:00;22:00;202
02DSSTCCP042;6:00;22:00;202
02DSSTCCP043;6:00;22:00;202
02DSSTCCP044;6:00;22:00;202
02DSSTCCP045;6:00;22:00;202
02DSSTCCP046;6:00;22:00;202
02DSSTCCP047;6:00;22:00;202
02DSSTCEC001;6:00;22:00;202
02DSSTCEC002;6:00;22:00;202
02DSSTCEC003;6:00;22:00;202
02DSSTCEC004;6:00;22:00;202
02DSSTCEC005;6:00;22:00;202
02DSSTCEC006;6:00;22:00;202
02DSSTCEC007;6:00;22:00;202
02DSSTCEC008;6:00;22:00;202
02DSSTCEC009;6:00;22:00;202
02DSSTCEC010;6:00;22:00;202
02DSSTCEC011;6:00;22:00;202
02DSSTCEC012;6:00;22:00;202
02DSSTCEC013;6:00;22:00;202
02DSSTCEC014;6:00;22:00;202
02DSSTCEC015;6:00;22:00;202
02DSSTCEC016;6:00;22:00;202
02DSSTCEC017;6:00;22:00;202
02DSSTCEC018;6:00;22:00;202
02DSSTCEC019;6:00;22:00;202
02DSSTCEC020;6:00;22:00;202
02DSSTCEC021;6:00;22:00;202
02DSSTBEC001;6:00;22:00;202
02DSSTBEC002;6:00;22:00;202
02DSSTBEC003;6:00;22:00;202
02DSSTBEC004;6:00;22:00;202
02DSSTBEC005;6:00;22:00;202
02DSSTBEC006;6:00;22:00;202
02DSSTBEC007;6:00;22:00;202
02DSSTBEC008;6:00;22:00;202
02DSSTBEC009;6:00;22:00;202
02DSSTBEC010;6:00;22:00;202
02DSSTBEC011;6:00;22:00;202
02DSSTBEC012;6:00;22:00;202
02DSSTDEC001;6:00;22:00;202
02DSSTDEC002;6:00;22:00;202
02DSSTDEC003;6:00;22:00;202
02DSSTDEC004;6:00;22:00;202
02DSSTDEC005;6:00;22:00;202
02DSSTDEC006;6:00;22:00;202
02DSSTDEC007;6:00;22:00;202
02DSSTDEC008;6:00;22:00;202
02DSSTDEC009;6:00;22:00;202
02DSSTDEC010;6:00;22:00;202
02DSSTDEC011;6:00;22:00;202
02DSSTNSHSLSTI001;6:00;22:00;202
02DSSTSSHSLSTI001;6:00;22:00;202
02CYMPPL001;6:00;22:00;203
02CYMPPL002;6:00;22:00;203
02CYMPPL003;6:00;22:00;203
02CYMPPL004;6:00;22:00;203
02CYMPPL005;6:00;22:00;203
02CYMPPL006;6:00;22:00;203
02CYMPPL007;6:00;22:00;203
02CYMPPL008;6:00;22:00;203
02CYMPPL009;6:00;22:00;203
02CYMPPL010;6:00;22:00;203
02CYMPPL011;6:00;22:00;203
02CYMPPL012;6:00;22:00;203
